sampleName,drilling_program,Site,Site_edited,Latitude,Longitude,sampleID_new,modernWaterDepth,sampleDepth,Sample Age (Ma),reported_Temp,reported_T_method,fGDGT_0,fGDGT_1,fGDGT_2,fGDGT_3,fGDGT_cren,fGDGT_cren',BITindex,dataType_level2,"Geological Age
(Name)",Source,duplicate_Datasets,incomplete_GDGT_fractions,detectionLimit_check,Source2,DOI
Boyd2013_003_C-GDGT_E03,N/A-HotSprings,Yellowstone NP,"Yellowstone NP, USA",44.72928,-109.28753,RR00957,N/A-HotSprings,N/A-HotSprings,0,58.3,insituT-measure-CPElectrode,0.0038,0.0205,0.1115,0.1051,0.0077,0,#N/A,Hot spring,01_Holocene,Boyd et al. (2013) Frontiers in Microbiology,No,No,Fail,Boyd et al. (2013),https://doi.org/10.3389/fmicb.2013.00062
Boyd2013_004_C-GDGT_E04,N/A-HotSprings,Yellowstone NP,"Yellowstone NP, USA",44.73244,-109.29025,RR00958,N/A-HotSprings,N/A-HotSprings,0,79.5,insituT-measure-CPElectrode,0.0011,0.0111,0.0333,0.1077,0.0067,0,#N/A,Hot spring,01_Holocene,Boyd et al. (2013) Frontiers in Microbiology,No,No,Fail,Boyd et al. (2013),https://doi.org/10.3389/fmicb.2013.00062
Boyd2013_005_C-GDGT_E05,N/A-HotSprings,Yellowstone NP,"Yellowstone NP, USA",44.73328,-109.29022,RR00959,N/A-HotSprings,N/A-HotSprings,0,82,insituT-measure-CPElectrode,0.0013,0.037,0.0992,0.2183,0.004,0,#N/A,Hot spring,01_Holocene,Boyd et al. (2013) Frontiers in Microbiology,No,No,Fail,Boyd et al. (2013),https://doi.org/10.3389/fmicb.2013.00062
Boyd2013_006_C-GDGT_E06,N/A-HotSprings,Yellowstone NP,"Yellowstone NP, USA",44.73311,-109.29044,RR00960,N/A-HotSprings,N/A-HotSprings,0,75,insituT-measure-CPElectrode,0.003,0.0302,0.0876,0.21,0.0045,0,#N/A,Hot spring,01_Holocene,Boyd et al. (2013) Frontiers in Microbiology,No,No,Fail,Boyd et al. (2013),https://doi.org/10.3389/fmicb.2013.00062
Boyd2013_007_C-GDGT_E07,N/A-HotSprings,Yellowstone NP,"Yellowstone NP, USA",44.73303,-109.29078,RR00961,N/A-HotSprings,N/A-HotSprings,0,22.5,insituT-measure-CPElectrode,0.0041,0.0435,0.0897,0.106,0.0082,0.0027,#N/A,Hot spring,01_Holocene,Boyd et al. (2013) Frontiers in Microbiology,No,No,Pass,Boyd et al. (2013),https://doi.org/10.3389/fmicb.2013.00062
Boyd2013_008_C-GDGT_E08,N/A-HotSprings,Yellowstone NP,"Yellowstone NP, USA",44.73278,-109.29044,RR00962,N/A-HotSprings,N/A-HotSprings,0,70,insituT-measure-CPElectrode,0.0024,0.0315,0.0932,0.2034,0.0048,0,#N/A,Hot spring,01_Holocene,Boyd et al. (2013) Frontiers in Microbiology,No,No,Fail,Boyd et al. (2013),https://doi.org/10.3389/fmicb.2013.00062
Boyd2013_009_C-GDGT_E09,N/A-HotSprings,Yellowstone NP,"Yellowstone NP, USA",44.72789,-109.28975,RR00963,N/A-HotSprings,N/A-HotSprings,0,64.8,insituT-measure-CPElectrode,0.0073,0.0292,0.1535,0.1784,0.0058,0,#N/A,Hot spring,01_Holocene,Boyd et al. (2013) Frontiers in Microbiology,No,No,Fail,Boyd et al. (2013),https://doi.org/10.3389/fmicb.2013.00062
Boyd2013_010_C-GDGT_E10,N/A-HotSprings,Yellowstone NP,"Yellowstone NP, USA",44.72661,-109.29086,RR00964,N/A-HotSprings,N/A-HotSprings,0,82.4,insituT-measure-CPElectrode,0.006,0.1463,0.1959,0.3059,0.0157,0.0012,#N/A,Hot spring,01_Holocene,Boyd et al. (2013) Frontiers in Microbiology,No,No,Pass,Boyd et al. (2013),https://doi.org/10.3389/fmicb.2013.00062
Boyd2013_011_C-GDGT_E11,N/A-HotSprings,Yellowstone NP,"Yellowstone NP, USA",44.72661,-109.29086,RR00965,N/A-HotSprings,N/A-HotSprings,0,60.2,insituT-measure-CPElectrode,0.0407,0.1011,0.1973,0.2121,0.0518,0.0025,#N/A,Hot spring,01_Holocene,Boyd et al. (2013) Frontiers in Microbiology,No,No,Pass,Boyd et al. (2013),https://doi.org/10.3389/fmicb.2013.00062
Boyd2013_012_C-GDGT_E12,N/A-HotSprings,Yellowstone NP,"Yellowstone NP, USA",44.30494,-109.47781,RR00966,N/A-HotSprings,N/A-HotSprings,0,47.7,insituT-measure-CPElectrode,0.0063,0.2817,0.2817,0.2246,0.0343,0.0038,#N/A,Hot spring,01_Holocene,Boyd et al. (2013) Frontiers in Microbiology,No,No,Pass,Boyd et al. (2013),https://doi.org/10.3389/fmicb.2013.00062
Boyd2013_013_C-GDGT_E14,N/A-HotSprings,Yellowstone NP,"Yellowstone NP, USA",44.30522,-109.47797,RR00967,N/A-HotSprings,N/A-HotSprings,0,64.8,insituT-measure-CPElectrode,0.0082,0.0328,0.0852,0.1967,0.0082,0.0016,#N/A,Hot spring,01_Holocene,Boyd et al. (2013) Frontiers in Microbiology,No,No,Pass,Boyd et al. (2013),https://doi.org/10.3389/fmicb.2013.00062
Boyd2013_014_C-GDGT_E15,N/A-HotSprings,Yellowstone NP,"Yellowstone NP, USA",44.30392,-109.47869,RR00968,N/A-HotSprings,N/A-HotSprings,0,69,insituT-measure-CPElectrode,0.0088,0.1328,0.3083,0.193,0.1028,0.0125,#N/A,Hot spring,01_Holocene,Boyd et al. (2013) Frontiers in Microbiology,No,No,Pass,Boyd et al. (2013),https://doi.org/10.3389/fmicb.2013.00062
Boyd2013_015_C-GDGT_E17,N/A-HotSprings,Yellowstone NP,"Yellowstone NP, USA",44.30436,-109.47675,RR00969,N/A-HotSprings,N/A-HotSprings,0,86.7,insituT-measure-CPElectrode,0.0083,0.1293,0.2076,0.293,0.0142,0.0024,#N/A,Hot spring,01_Holocene,Boyd et al. (2013) Frontiers in Microbiology,No,No,Pass,Boyd et al. (2013),https://doi.org/10.3389/fmicb.2013.00062
Boyd2013_016_C-GDGT_E18,N/A-HotSprings,Yellowstone NP,"Yellowstone NP, USA",44.30439,-109.47694,RR00970,N/A-HotSprings,N/A-HotSprings,0,54.5,insituT-measure-CPElectrode,0.0021,0.1092,0.2463,0.3994,0.0064,0,#N/A,Hot spring,01_Holocene,Boyd et al. (2013) Frontiers in Microbiology,No,No,Fail,Boyd et al. (2013),https://doi.org/10.3389/fmicb.2013.00062
Boyd2013_017_C-GDGT_E19,N/A-HotSprings,Yellowstone NP,"Yellowstone NP, USA",44.30436,-109.47717,RR00971,N/A-HotSprings,N/A-HotSprings,0,38,insituT-measure-CPElectrode,0.0033,0.1195,0.2193,0.3509,0.0088,0,#N/A,Hot spring,01_Holocene,Boyd et al. (2013) Frontiers in Microbiology,No,No,Fail,Boyd et al. (2013),https://doi.org/10.3389/fmicb.2013.00062
Boyd2013_018_C-GDGT_E22,N/A-HotSprings,Yellowstone NP,"Yellowstone NP, USA",44.30478,-109.47669,RR00972,N/A-HotSprings,N/A-HotSprings,0,67,insituT-measure-CPElectrode,0.0164,0.1201,0.1998,0.3253,0.0164,0.0011,#N/A,Hot spring,01_Holocene,Boyd et al. (2013) Frontiers in Microbiology,No,No,Pass,Boyd et al. (2013),https://doi.org/10.3389/fmicb.2013.00062
Boyd2013_019_C-GDGT_E24,N/A-HotSprings,Yellowstone NP,"Yellowstone NP, USA",44.53183,-109.12408,RR00973,N/A-HotSprings,N/A-HotSprings,0,52.4,insituT-measure-CPElectrode,0.0052,0.0301,0.0499,0.1476,0.0125,0.0021,#N/A,Hot spring,01_Holocene,Boyd et al. (2013) Frontiers in Microbiology,No,No,Pass,Boyd et al. (2013),https://doi.org/10.3389/fmicb.2013.00062
Boyd2013_020_C-GDGT_E26,N/A-HotSprings,Yellowstone NP,"Yellowstone NP, USA",44.53183,-109.12408,RR00974,N/A-HotSprings,N/A-HotSprings,0,48,insituT-measure-CPElectrode,0.0112,0.1118,0.1246,0.1725,0.0144,0.0016,#N/A,Hot spring,01_Holocene,Boyd et al. (2013) Frontiers in Microbiology,No,No,Pass,Boyd et al. (2013),https://doi.org/10.3389/fmicb.2013.00062
Boyd2013_021_C-GDGT_E29,N/A-HotSprings,Yellowstone NP,"Yellowstone NP, USA",44.53183,-109.12408,RR00975,N/A-HotSprings,N/A-HotSprings,0,81.5,insituT-measure-CPElectrode,0.0166,0.0513,0.0811,0.197,0.0083,0,#N/A,Hot spring,01_Holocene,Boyd et al. (2013) Frontiers in Microbiology,No,No,Fail,Boyd et al. (2013),https://doi.org/10.3389/fmicb.2013.00062
Boyd2013_022_C-GDGT_E31,N/A-HotSprings,Yellowstone NP,"Yellowstone NP, USA",44.72661,-109.29086,RR00976,N/A-HotSprings,N/A-HotSprings,0,39.2,insituT-measure-CPElectrode,0.0024,0.0399,0.099,0.2065,0.006,0.0012,#N/A,Hot spring,01_Holocene,Boyd et al. (2013) Frontiers in Microbiology,No,No,Pass,Boyd et al. (2013),https://doi.org/10.3389/fmicb.2013.00062
Boyd2013_023_C-GDGT_E32,N/A-HotSprings,Yellowstone NP,"Yellowstone NP, USA",44.72928,-109.28753,RR00977,N/A-HotSprings,N/A-HotSprings,0,43.1,insituT-measure-CPElectrode,0.0139,0.068,0.1524,0.1625,0.0063,0.0013,#N/A,Hot spring,01_Holocene,Boyd et al. (2013) Frontiers in Microbiology,No,No,Pass,Boyd et al. (2013),https://doi.org/10.3389/fmicb.2013.00062
Boyd2013_024_C-GDGT_E36,N/A-HotSprings,Yellowstone NP,"Yellowstone NP, USA",44.75192,-109.27144,RR00978,N/A-HotSprings,N/A-HotSprings,0,32.7,insituT-measure-CPElectrode,0.004,0.0303,0.0843,0.1739,0.0079,0.0013,#N/A,Hot spring,01_Holocene,Boyd et al. (2013) Frontiers in Microbiology,No,No,Pass,Boyd et al. (2013),https://doi.org/10.3389/fmicb.2013.00062
Boyd2013_025_C-GDGT_E39,N/A-HotSprings,Yellowstone NP,"Yellowstone NP, USA",44.75192,-109.27144,RR00979,N/A-HotSprings,N/A-HotSprings,0,16.3,insituT-measure-CPElectrode,0.0084,0.1163,0.235,0.307,0.018,0.0012,#N/A,Hot spring,01_Holocene,Boyd et al. (2013) Frontiers in Microbiology,No,No,Pass,Boyd et al. (2013),https://doi.org/10.3389/fmicb.2013.00062
Boyd2013_026_P-GDGT_E01,N/A-HotSprings,Yellowstone NP,"Yellowstone NP, USA",44.7275,-109.28538,RR00980,N/A-HotSprings,N/A-HotSprings,0,71,insituT-measure-CPElectrode,0.0027,0.0522,0.1374,0.2349,0.0398,0.0124,#N/A,Hot spring,01_Holocene,Boyd et al. (2013) Frontiers in Microbiology,No,No,Pass,Boyd et al. (2013),https://doi.org/10.3389/fmicb.2013.00062
Boyd2013_027_P-GDGT_E02,N/A-HotSprings,Yellowstone NP,"Yellowstone NP, USA",44.72864,-109.28744,RR00981,N/A-HotSprings,N/A-HotSprings,0,83,insituT-measure-CPElectrode,0,0.0014,0.06,0.1353,0,0,#N/A,Hot spring,01_Holocene,Boyd et al. (2013) Frontiers in Microbiology,No,No,Fail,Boyd et al. (2013),https://doi.org/10.3389/fmicb.2013.00062
Boyd2013_028_P-GDGT_E03,N/A-HotSprings,Yellowstone NP,"Yellowstone NP, USA",44.72928,-109.28753,RR00982,N/A-HotSprings,N/A-HotSprings,0,58.3,insituT-measure-CPElectrode,0.0024,0.0167,0.0774,0.1869,0.0048,0,#N/A,Hot spring,01_Holocene,Boyd et al. (2013) Frontiers in Microbiology,No,No,Fail,Boyd et al. (2013),https://doi.org/10.3389/fmicb.2013.00062
Boyd2013_029_P-GDGT_E04,N/A-HotSprings,Yellowstone NP,"Yellowstone NP, USA",44.73244,-109.29025,RR00983,N/A-HotSprings,N/A-HotSprings,0,79.5,insituT-measure-CPElectrode,0.0013,0.0275,0.0763,0.2303,0.0025,0,#N/A,Hot spring,01_Holocene,Boyd et al. (2013) Frontiers in Microbiology,No,No,Fail,Boyd et al. (2013),https://doi.org/10.3389/fmicb.2013.00062
Boyd2013_030_P-GDGT_E05,N/A-HotSprings,Yellowstone NP,"Yellowstone NP, USA",44.73328,-109.29022,RR00984,N/A-HotSprings,N/A-HotSprings,0,82,insituT-measure-CPElectrode,0.0072,0.066,0.2324,0.2582,0.0029,0,#N/A,Hot spring,01_Holocene,Boyd et al. (2013) Frontiers in Microbiology,No,No,Fail,Boyd et al. (2013),https://doi.org/10.3389/fmicb.2013.00062
Boyd2013_031_P-GDGT_E06,N/A-HotSprings,Yellowstone NP,"Yellowstone NP, USA",44.73311,-109.29044,RR00985,N/A-HotSprings,N/A-HotSprings,0,75,insituT-measure-CPElectrode,0.0084,0.0335,0.0813,0.061,0.0156,0,#N/A,Hot spring,01_Holocene,Boyd et al. (2013) Frontiers in Microbiology,No,No,Fail,Boyd et al. (2013),https://doi.org/10.3389/fmicb.2013.00062
Boyd2013_032_P-GDGT_E07,N/A-HotSprings,Yellowstone NP,"Yellowstone NP, USA",44.73303,-109.29078,RR00986,N/A-HotSprings,N/A-HotSprings,0,22.5,insituT-measure-CPElectrode,0.0012,0.039,0.139,0.2878,0.0098,0,#N/A,Hot spring,01_Holocene,Boyd et al. (2013) Frontiers in Microbiology,No,No,Fail,Boyd et al. (2013),https://doi.org/10.3389/fmicb.2013.00062
Boyd2013_033_P-GDGT_E08,N/A-HotSprings,Yellowstone NP,"Yellowstone NP, USA",44.73278,-109.29044,RR00987,N/A-HotSprings,N/A-HotSprings,0,70,insituT-measure-CPElectrode,0.0038,0.0684,0.181,0.2987,0.0051,0,#N/A,Hot spring,01_Holocene,Boyd et al. (2013) Frontiers in Microbiology,No,No,Fail,Boyd et al. (2013),https://doi.org/10.3389/fmicb.2013.00062
Boyd2013_034_P-GDGT_E09,N/A-HotSprings,Yellowstone NP,"Yellowstone NP, USA",44.72789,-109.28975,RR00988,N/A-HotSprings,N/A-HotSprings,0,64.8,insituT-measure-CPElectrode,0.0025,0.0328,0.1742,0.2159,0.0063,0,#N/A,Hot spring,01_Holocene,Boyd et al. (2013) Frontiers in Microbiology,No,No,Fail,Boyd et al. (2013),https://doi.org/10.3389/fmicb.2013.00062
Boyd2013_035_P-GDGT_E10,N/A-HotSprings,Yellowstone NP,"Yellowstone NP, USA",44.72661,-109.29086,RR00989,N/A-HotSprings,N/A-HotSprings,0,82.4,insituT-measure-CPElectrode,0,0.1542,0.2198,0.2693,0.1243,0.0035,#N/A,Hot spring,01_Holocene,Boyd et al. (2013) Frontiers in Microbiology,No,No,Fail,Boyd et al. (2013),https://doi.org/10.3389/fmicb.2013.00062
Boyd2013_036_P-GDGT_E11,N/A-HotSprings,Yellowstone NP,"Yellowstone NP, USA",44.72661,-109.29086,RR00990,N/A-HotSprings,N/A-HotSprings,0,60.2,insituT-measure-CPElectrode,0.0059,0.1058,0.2533,0.157,0.3199,0.0071,#N/A,Hot spring,01_Holocene,Boyd et al. (2013) Frontiers in Microbiology,No,No,Pass,Boyd et al. (2013),https://doi.org/10.3389/fmicb.2013.00062
Boyd2013_037_P-GDGT_E12,N/A-HotSprings,Yellowstone NP,"Yellowstone NP, USA",44.30494,-109.47781,RR00991,N/A-HotSprings,N/A-HotSprings,0,47.7,insituT-measure-CPElectrode,0.0012,0.3321,0.3076,0.2414,0.0282,0.0025,#N/A,Hot spring,01_Holocene,Boyd et al. (2013) Frontiers in Microbiology,No,No,Pass,Boyd et al. (2013),https://doi.org/10.3389/fmicb.2013.00062
Boyd2013_038_P-GDGT_E14,N/A-HotSprings,Yellowstone NP,"Yellowstone NP, USA",44.30522,-109.47797,RR00992,N/A-HotSprings,N/A-HotSprings,0,64.8,insituT-measure-CPElectrode,0.0033,0.0327,0.0917,0.2193,0.0082,0.0016,#N/A,Hot spring,01_Holocene,Boyd et al. (2013) Frontiers in Microbiology,No,No,Pass,Boyd et al. (2013),https://doi.org/10.3389/fmicb.2013.00062
Boyd2013_039_P-GDGT_E15,N/A-HotSprings,Yellowstone NP,"Yellowstone NP, USA",44.30392,-109.47869,RR00993,N/A-HotSprings,N/A-HotSprings,0,69,insituT-measure-CPElectrode,0.0006,0.0603,0.2285,0.0972,0.0432,0.004,#N/A,Hot spring,01_Holocene,Boyd et al. (2013) Frontiers in Microbiology,No,No,Fail,Boyd et al. (2013),https://doi.org/10.3389/fmicb.2013.00062
Boyd2013_040_P-GDGT_E17,N/A-HotSprings,Yellowstone NP,"Yellowstone NP, USA",44.30436,-109.47675,RR00994,N/A-HotSprings,N/A-HotSprings,0,86.7,insituT-measure-CPElectrode,0.0022,0.1451,0.2968,0.3101,0.0199,0.0022,#N/A,Hot spring,01_Holocene,Boyd et al. (2013) Frontiers in Microbiology,No,No,Pass,Boyd et al. (2013),https://doi.org/10.3389/fmicb.2013.00062
Boyd2013_041_P-GDGT_E18,N/A-HotSprings,Yellowstone NP,"Yellowstone NP, USA",44.30439,-109.47694,RR00995,N/A-HotSprings,N/A-HotSprings,0,54.5,insituT-measure-CPElectrode,0,0.0909,0.241,0.3932,0.0106,0.0011,#N/A,Hot spring,01_Holocene,Boyd et al. (2013) Frontiers in Microbiology,No,No,Fail,Boyd et al. (2013),https://doi.org/10.3389/fmicb.2013.00062
Boyd2013_042_P-GDGT_E19,N/A-HotSprings,Yellowstone NP,"Yellowstone NP, USA",44.30436,-109.47717,RR00996,N/A-HotSprings,N/A-HotSprings,0,38,insituT-measure-CPElectrode,0.0011,0.1035,0.226,0.3738,0.0116,0.0011,#N/A,Hot spring,01_Holocene,Boyd et al. (2013) Frontiers in Microbiology,No,No,Pass,Boyd et al. (2013),https://doi.org/10.3389/fmicb.2013.00062
Boyd2013_043_P-GDGT_E22,N/A-HotSprings,Yellowstone NP,"Yellowstone NP, USA",44.30478,-109.47669,RR00997,N/A-HotSprings,N/A-HotSprings,0,67,insituT-measure-CPElectrode,0.0043,0.1274,0.2149,0.3261,0.0227,0.0022,#N/A,Hot spring,01_Holocene,Boyd et al. (2013) Frontiers in Microbiology,No,No,Pass,Boyd et al. (2013),https://doi.org/10.3389/fmicb.2013.00062
Boyd2013_044_P-GDGT_E24,N/A-HotSprings,Yellowstone NP,"Yellowstone NP, USA",44.53183,-109.12408,RR00998,N/A-HotSprings,N/A-HotSprings,0,52.4,insituT-measure-CPElectrode,0.001,0.0301,0.0632,0.1782,0.0259,0.0021,#N/A,Hot spring,01_Holocene,Boyd et al. (2013) Frontiers in Microbiology,No,No,Pass,Boyd et al. (2013),https://doi.org/10.3389/fmicb.2013.00062
Boyd2013_045_P-GDGT_E26,N/A-HotSprings,Yellowstone NP,"Yellowstone NP, USA",44.53183,-109.12408,RR00999,N/A-HotSprings,N/A-HotSprings,0,48,insituT-measure-CPElectrode,0.0137,0.1761,0.1829,0.1863,0.0137,0.0051,#N/A,Hot spring,01_Holocene,Boyd et al. (2013) Frontiers in Microbiology,No,No,Pass,Boyd et al. (2013),https://doi.org/10.3389/fmicb.2013.00062
Boyd2013_046_P-GDGT_E29,N/A-HotSprings,Yellowstone NP,"Yellowstone NP, USA",44.53183,-109.12408,RR01000,N/A-HotSprings,N/A-HotSprings,0,81.5,insituT-measure-CPElectrode,0.0016,0.0411,0.0691,0.2122,0.0082,0,#N/A,Hot spring,01_Holocene,Boyd et al. (2013) Frontiers in Microbiology,No,No,Fail,Boyd et al. (2013),https://doi.org/10.3389/fmicb.2013.00062
Boyd2013_047_P-GDGT_E31,N/A-HotSprings,Yellowstone NP,"Yellowstone NP, USA",44.72661,-109.29086,RR01001,N/A-HotSprings,N/A-HotSprings,0,39.2,insituT-measure-CPElectrode,0.0023,0.0423,0.1162,0.2042,0.0117,0,#N/A,Hot spring,01_Holocene,Boyd et al. (2013) Frontiers in Microbiology,No,No,Fail,Boyd et al. (2013),https://doi.org/10.3389/fmicb.2013.00062
Boyd2013_048_P-GDGT_E32,N/A-HotSprings,Yellowstone NP,"Yellowstone NP, USA",44.72928,-109.28753,RR01002,N/A-HotSprings,N/A-HotSprings,0,43.1,insituT-measure-CPElectrode,0.0023,0.1177,0.2552,0.2156,0.007,0,#N/A,Hot spring,01_Holocene,Boyd et al. (2013) Frontiers in Microbiology,No,No,Fail,Boyd et al. (2013),https://doi.org/10.3389/fmicb.2013.00062
Boyd2013_049_P-GDGT_E36,N/A-HotSprings,Yellowstone NP,"Yellowstone NP, USA",44.75192,-109.27144,RR01003,N/A-HotSprings,N/A-HotSprings,0,32.7,insituT-measure-CPElectrode,0.0026,0.042,0.113,0.1945,0.0105,0.0197,#N/A,Hot spring,01_Holocene,Boyd et al. (2013) Frontiers in Microbiology,No,No,Pass,Boyd et al. (2013),https://doi.org/10.3389/fmicb.2013.00062
Boyd2013_050_P-GDGT_E39,N/A-HotSprings,Yellowstone NP,"Yellowstone NP, USA",44.75192,-109.27144,RR01004,N/A-HotSprings,N/A-HotSprings,0,16.3,insituT-measure-CPElectrode,0,0.0924,0.2616,0.4233,0.0074,0.0011,#N/A,Hot spring,01_Holocene,Boyd et al. (2013) Frontiers in Microbiology,No,No,Fail,Boyd et al. (2013),https://doi.org/10.3389/fmicb.2013.00062
Boyd2013_051_totalGDGTs_E01,N/A-HotSprings,Yellowstone NP,"Yellowstone NP, USA",44.7275,-109.28538,RR01005,N/A-HotSprings,N/A-HotSprings,0,71,insituT-measure-CPElectrode,0.0024,0.0331,0.1177,0.2587,0.0088,0.0021,#N/A,Hot spring,01_Holocene,Boyd et al. (2013) Frontiers in Microbiology,No,No,Pass,Boyd et al. (2013),https://doi.org/10.3389/fmicb.2013.00062
Boyd2013_052_totalGDGTs_E02,N/A-HotSprings,Yellowstone NP,"Yellowstone NP, USA",44.72864,-109.28744,RR01006,N/A-HotSprings,N/A-HotSprings,0,83,insituT-measure-CPElectrode,0,0.0185,0.053,0.1446,0,0,#N/A,Hot spring,01_Holocene,Boyd et al. (2013) Frontiers in Microbiology,No,No,Fail,Boyd et al. (2013),https://doi.org/10.3389/fmicb.2013.00062
Boyd2013_053_totalGDGTs_E03,N/A-HotSprings,Yellowstone NP,"Yellowstone NP, USA",44.72928,-109.28753,RR01007,N/A-HotSprings,N/A-HotSprings,0,58.3,insituT-measure-CPElectrode,0.0031,0.0185,0.0937,0.1479,0.0062,0,#N/A,Hot spring,01_Holocene,Boyd et al. (2013) Frontiers in Microbiology,No,No,Fail,Boyd et al. (2013),https://doi.org/10.3389/fmicb.2013.00062
Boyd2013_054_totalGDGTs_E04,N/A-HotSprings,Yellowstone NP,"Yellowstone NP, USA",44.73244,-109.29025,RR01008,N/A-HotSprings,N/A-HotSprings,0,79.5,insituT-measure-CPElectrode,0.0011,0.0123,0.0363,0.1163,0.0064,0,#N/A,Hot spring,01_Holocene,Boyd et al. (2013) Frontiers in Microbiology,No,No,Fail,Boyd et al. (2013),https://doi.org/10.3389/fmicb.2013.00062
Boyd2013_055_totalGDGTs_E05,N/A-HotSprings,Yellowstone NP,"Yellowstone NP, USA",44.73328,-109.29022,RR01009,N/A-HotSprings,N/A-HotSprings,0,82,insituT-measure-CPElectrode,0.0016,0.0385,0.106,0.2203,0.0039,0,#N/A,Hot spring,01_Holocene,Boyd et al. (2013) Frontiers in Microbiology,No,No,Fail,Boyd et al. (2013),https://doi.org/10.3389/fmicb.2013.00062
Boyd2013_056_totalGDGTs_E06,N/A-HotSprings,Yellowstone NP,"Yellowstone NP, USA",44.73311,-109.29044,RR01010,N/A-HotSprings,N/A-HotSprings,0,75,insituT-measure-CPElectrode,0.0035,0.0305,0.0871,0.1972,0.0055,0,#N/A,Hot spring,01_Holocene,Boyd et al. (2013) Frontiers in Microbiology,No,No,Fail,Boyd et al. (2013),https://doi.org/10.3389/fmicb.2013.00062
Boyd2013_057_totalGDGTs_E07,N/A-HotSprings,Yellowstone NP,"Yellowstone NP, USA",44.73303,-109.29078,RR01011,N/A-HotSprings,N/A-HotSprings,0,22.5,insituT-measure-CPElectrode,0.0026,0.0411,0.1156,0.2014,0.009,0.0013,#N/A,Hot spring,01_Holocene,Boyd et al. (2013) Frontiers in Microbiology,No,No,Pass,Boyd et al. (2013),https://doi.org/10.3389/fmicb.2013.00062
Boyd2013_058_totalGDGTs_E08,N/A-HotSprings,Yellowstone NP,"Yellowstone NP, USA",44.73278,-109.29044,RR01012,N/A-HotSprings,N/A-HotSprings,0,70,insituT-measure-CPElectrode,0.0026,0.0359,0.1037,0.2148,0.0049,0,#N/A,Hot spring,01_Holocene,Boyd et al. (2013) Frontiers in Microbiology,No,No,Fail,Boyd et al. (2013),https://doi.org/10.3389/fmicb.2013.00062
Boyd2013_059_totalGDGTs_E09,N/A-HotSprings,Yellowstone NP,"Yellowstone NP, USA",44.72789,-109.28975,RR01013,N/A-HotSprings,N/A-HotSprings,0,64.8,insituT-measure-CPElectrode,0.004,0.0317,0.1678,0.2042,0.0062,0,#N/A,Hot spring,01_Holocene,Boyd et al. (2013) Frontiers in Microbiology,No,No,Fail,Boyd et al. (2013),https://doi.org/10.3389/fmicb.2013.00062
Boyd2013_060_totalGDGTs_E10,N/A-HotSprings,Yellowstone NP,"Yellowstone NP, USA",44.72661,-109.29086,RR01014,N/A-HotSprings,N/A-HotSprings,0,82.4,insituT-measure-CPElectrode,0.0022,0.1513,0.211,0.2828,0.0842,0.0026,#N/A,Hot spring,01_Holocene,Boyd et al. (2013) Frontiers in Microbiology,No,No,Pass,Boyd et al. (2013),https://doi.org/10.3389/fmicb.2013.00062
Boyd2013_061_totalGDGTs_E11,N/A-HotSprings,Yellowstone NP,"Yellowstone NP, USA",44.72661,-109.29086,RR01015,N/A-HotSprings,N/A-HotSprings,0,60.2,insituT-measure-CPElectrode,0.012,0.105,0.2435,0.1666,0.273,0.0063,#N/A,Hot spring,01_Holocene,Boyd et al. (2013) Frontiers in Microbiology,No,No,Pass,Boyd et al. (2013),https://doi.org/10.3389/fmicb.2013.00062
Boyd2013_062_totalGDGTs_E12,N/A-HotSprings,Yellowstone NP,"Yellowstone NP, USA",44.30494,-109.47781,RR01016,N/A-HotSprings,N/A-HotSprings,0,47.7,insituT-measure-CPElectrode,0.002,0.3243,0.3036,0.2388,0.0291,0.0027,#N/A,Hot spring,01_Holocene,Boyd et al. (2013) Frontiers in Microbiology,No,No,Pass,Boyd et al. (2013),https://doi.org/10.3389/fmicb.2013.00062
Boyd2013_063_totalGDGTs_E14,N/A-HotSprings,Yellowstone NP,"Yellowstone NP, USA",44.30522,-109.47797,RR01017,N/A-HotSprings,N/A-HotSprings,0,64.8,insituT-measure-CPElectrode,0.0044,0.0327,0.0901,0.214,0.0082,0.0016,#N/A,Hot spring,01_Holocene,Boyd et al. (2013) Frontiers in Microbiology,No,No,Pass,Boyd et al. (2013),https://doi.org/10.3389/fmicb.2013.00062
Boyd2013_064_totalGDGTs_E15,N/A-HotSprings,Yellowstone NP,"Yellowstone NP, USA",44.30392,-109.47869,RR01018,N/A-HotSprings,N/A-HotSprings,0,69,insituT-measure-CPElectrode,0.0012,0.066,0.2349,0.1048,0.0479,0.0047,#N/A,Hot spring,01_Holocene,Boyd et al. (2013) Frontiers in Microbiology,No,No,Pass,Boyd et al. (2013),https://doi.org/10.3389/fmicb.2013.00062
Boyd2013_065_totalGDGTs_E17,N/A-HotSprings,Yellowstone NP,"Yellowstone NP, USA",44.30436,-109.47675,RR01019,N/A-HotSprings,N/A-HotSprings,0,86.7,insituT-measure-CPElectrode,0.0036,0.1414,0.2762,0.3061,0.0186,0.0023,#N/A,Hot spring,01_Holocene,Boyd et al. (2013) Frontiers in Microbiology,No,No,Pass,Boyd et al. (2013),https://doi.org/10.3389/fmicb.2013.00062
